action,assigned,bandwidth,cfgattr,cfgobj,cfgpath,cfgtid,community,cpu,date,dhcp_msg,disk,disklograte,dstip,dstport,duration,eventtime,fazlograte,field,freediskstorage,from,gateway,hostname,interface,ip,lease,level,logdesc,logid,mac,mem,method,msg,mtu,name,new_value,old_value,profile,reason,role,scope,server,setuprate,sn,srcip,srcport,state,status,stitch,stitchaction,subtype,sysuptime,time,total,totalsession,trigger,type,tz,ui,used,user,uuid,vd,version,waninfo
perf-stats,,4862/3474,,,,,,1,2024-07-20,,0,0,,,,1721476427159708631,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 1, memory:  30, concurrent sessions:  14493, setup-rate: 82",,,,,,,,,,82,,,,,,,,system,424617,12:53:48,,14493,,event,+0100,,,,,root,,"name=port6,bytes=233011892971/30222375114,packets=210954864/84867644;"
perf-stats,,5041/3094,,,,,,0,2024-07-20,,0,0,,,,1721476127159776641,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13971, setup-rate: 108",,,,,,,,,,108,,,,,,,,system,424317,12:48:48,,13971,,event,+0100,,,,,root,,"name=port6,bytes=232900972738/30211688404,packets=210847641/84821117;"
perf-stats,,5320/3592,,,,,,0,2024-07-20,,0,0,,,,1721475827156966000,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15836, setup-rate: 114",,,,,,,,,,114,,,,,,,,system,424017,12:43:48,,15836,,event,+0100,,,,,root,,"name=port6,bytes=232781551467/30204259618,packets=210733296/84768698;"
perf-stats,,5117/3718,,,,,,0,2024-07-20,,0,0,,,,1721475527164174631,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12505, setup-rate: 78",,,,,,,,,,78,,,,,,,,system,423717,12:38:48,,12505,,event,+0100,,,,,root,,"name=port6,bytes=232663166971/30195923176,packets=210622024/84719054;"
perf-stats,,5623/3928,,,,,,0,2024-07-20,,0,0,,,,1721475227160169891,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14796, setup-rate: 84",,,,,,,,,,84,,,,,,,,system,423417,12:33:47,,14796,,event,+0100,,,,,root,,"name=port6,bytes=232550293222/30188491985,packets=210516004/84673577;"
perf-stats,,6513/4764,,,,,,0,2024-07-20,,0,0,,,,1721474927159255694,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13672, setup-rate: 78",,,,,,,,,,78,,,,,,,,system,423117,12:28:47,,13672,,event,+0100,,,,,root,,"name=port6,bytes=232432440265/30180582500,packets=210406158/84626735;"
,,,,,,,,,2024-07-20,,,,,,,1721474894515180855,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,12:28:14,,,,event,+0100,,,,,root,,
perf-stats,,5818/4074,,,,,,0,2024-07-20,,0,0,,,,1721474627161501355,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  16182, setup-rate: 99",,,,,,,,,,99,,,,,,,,system,422817,12:23:47,,16182,,event,+0100,,,,,root,,"name=port6,bytes=232309315765/30173172098,packets=210292781/84578807;"
perf-stats,,8945/6997,,,,,,0,2024-07-20,,0,0,,,,1721474327159758419,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14655, setup-rate: 63",,,,,,,,,,63,,,,,,,,system,422517,12:18:47,,14655,,event,+0100,,,,,root,,"name=port6,bytes=232191845032/30166751894,packets=210183259/84532272;"
perf-stats,,4343/3929,,,,,,0,2024-07-20,,0,0,,,,1721474027162598369,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13305, setup-rate: 105",,,,,,,,,,105,,,,,,,,system,422217,12:13:47,,13305,,event,+0100,,,,,root,,"name=port6,bytes=232077066336/30160832093,packets=210078567/84487964;"
perf-stats,,5659/4252,,,,,,0,2024-07-20,,0,0,,,,1721473727155778062,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14137, setup-rate: 72",,,,,,,,,,72,,,,,,,,system,421917,12:08:47,,14137,,event,+0100,,,,,root,,"name=port6,bytes=231974870190/30152647606,packets=209982266/84446169;"
perf-stats,,3499/2564,,,,,,0,2024-07-20,,0,0,,,,1721473427155387916,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13854, setup-rate: 90",,,,,,,,,,90,,,,,,,,system,421617,12:03:47,,13854,,event,+0100,,,,,root,,"name=port6,bytes=231859544053/30139122637,packets=209871791/84397052;"
,,,,,,,,,2024-07-20,,,,,,,1721473132316188158,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,11:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721473132316187140,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,11:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721473132316185962,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,11:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721473132316183832,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,11:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,3824/2896,,,,,,0,2024-07-20,,0,0,,,,1721473127145728601,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13711, setup-rate: 75",,,,,,,,,,75,,,,,,,,system,421317,11:58:47,,13711,,event,+0100,,,,,root,,"name=port6,bytes=231739927900/30122547429,packets=209759912/84344985;"
update,,,,,,,,,2024-07-20,,,,,,,1721473119007380168,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,11:58:39,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721473098049668928,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05952) etdb(92.05952) exdb(1.00000) avai(2.17219) mmdb(92.05952) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,11:58:18,,,,event,+0100,,,,,root,,
perf-stats,,4896/3456,,,,,,0,2024-07-20,,0,0,,,,1721472827154411790,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13054, setup-rate: 83",,,,,,,,,,83,,,,,,,,system,421017,11:53:47,,13054,,event,+0100,,,,,root,,"name=port6,bytes=231626930933/30111758402,packets=209657754/84302296;"
perf-stats,,5589/3674,,,,,,0,2024-07-20,,0,0,,,,1721472527148581587,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13453, setup-rate: 71",,,,,,,,,,71,,,,,,,,system,420717,11:48:47,,13453,,event,+0100,,,,,root,,"name=port6,bytes=231514236453/30101852182,packets=209556067/84260092;"
perf-stats,,4930/3218,,,,,,0,2024-07-20,,0,0,,,,1721472227149374833,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13347, setup-rate: 75",,,,,,,,,,75,,,,,,,,system,420417,11:43:47,,13347,,event,+0100,,,,,root,,"name=port6,bytes=231404997737/30096988230,packets=209459614/84224017;"
perf-stats,,4680/3285,,,,,,0,2024-07-20,,0,0,,,,1721471927155207354,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12735, setup-rate: 73",,,,,,,,,,73,,,,,,,,system,420117,11:38:47,,12735,,event,+0100,,,,,root,,"name=port6,bytes=231297381453/30092197927,packets=209364618/84189363;"
perf-stats,,6516/4795,,,,,,0,2024-07-20,,0,0,,,,1721471627149784529,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13530, setup-rate: 106",,,,,,,,,,106,,,,,,,,system,419817,11:33:47,,13530,,event,+0100,,,,,root,,"name=port6,bytes=231197505852/30081353859,packets=209270742/84149497;"
,,,,,,,,,2024-07-20,,,,,,,1721471342372558373,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,11:29:02,,,,event,+0100,,,,,root,,
perf-stats,,6437/4805,,,,,,0,2024-07-20,,0,0,,,,1721471327148808516,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12944, setup-rate: 99",,,,,,,,,,99,,,,,,,,system,419517,11:28:47,,12944,,event,+0100,,,,,root,,"name=port6,bytes=231081084764/30036608427,packets=209148198/84084690;"
perf-stats,,6550/4114,,,,,,0,2024-07-20,,0,0,,,,1721471027151816180,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14280, setup-rate: 117",,,,,,,,,,117,,,,,,,,system,419217,11:23:47,,14280,,event,+0100,,,,,root,,"name=port6,bytes=230955598056/29990271683,packets=209016496/84014237;"
perf-stats,,5730/3919,,,,,,0,2024-07-20,,0,0,,,,1721470727148339228,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13136, setup-rate: 57",,,,,,,,,,57,,,,,,,,system,418917,11:18:47,,13136,,event,+0100,,,,,root,,"name=port6,bytes=230832120647/29950318661,packets=208888363/83947639;"
perf-stats,,4419/3126,,,,,,0,2024-07-20,,0,0,,,,1721470427154724042,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14152, setup-rate: 92",,,,,,,,,,92,,,,,,,,system,418617,11:13:47,,14152,,event,+0100,,,,,root,,"name=port6,bytes=230713223069/29909874944,packets=208762152/83881696;"
,,,,,,,,,2024-07-20,,,,,,,1721470156951766937,,,,log,,,,,,notice,Automation stitch triggered,0100046600,,,,stitch:Security Rating Notification is triggered.,,,,,,,,,,,,,,,,Security Rating Notification,Security Rating Notification_ios-notification,system,,11:09:17,,,Security Rating Notification,event,+0100,,,,,root,,
perf-stats,,6835/5569,,,,,,0,2024-07-20,,0,0,,,,1721470127151054283,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13444, setup-rate: 104",,,,,,,,,,104,,,,,,,,system,418317,11:08:47,,13444,,event,+0100,,,,,root,,"name=port6,bytes=230588042697/29885878113,packets=208636539/83820032;"
perf-stats,,4931/3107,,,,,,0,2024-07-20,,0,0,,,,1721469827152066083,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13535, setup-rate: 78",,,,,,,,,,78,,,,,,,,system,418017,11:03:47,,13535,,event,+0100,,,,,root,,"name=port6,bytes=230479874823/29872868185,packets=208530916/83770663;"
,,,,,,,,,2024-07-20,,,,,,,1721469532295527131,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,10:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721469532295526142,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,10:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721469532295524909,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,10:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721469532295522884,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,10:58:52,21,,,event,+0100,,17,,,root,,
perf-stats,,4915/3241,,,,,,0,2024-07-20,,0,0,,,,1721469527148436426,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12988, setup-rate: 78",,,,,,,,,,78,,,,,,,,system,417717,10:58:47,,12988,,event,+0100,,,,,root,,"name=port6,bytes=230364877497/29848293003,packets=208418084/83716561;"
update,,,,,,,,,2024-07-20,,,,,,,1721469516824291415,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,10:58:36,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721469495860568745,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05951) etdb(92.05951) exdb(1.00000) avai(2.17219) mmdb(92.05951) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,10:58:15,,,,event,+0100,,,,,root,,
perf-stats,,5086/3390,,,,,,0,2024-07-20,,0,0,,,,1721469227148316078,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12977, setup-rate: 82",,,,,,,,,,82,,,,,,,,system,417417,10:53:47,,12977,,event,+0100,,,,,root,,"name=port6,bytes=230251052787/29836860673,packets=208312865/83673255;"
perf-stats,,8901/7315,,,,,,0,2024-07-20,,0,0,,,,1721468927147165899,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  11568, setup-rate: 74",,,,,,,,,,74,,,,,,,,system,417117,10:48:47,,11568,,event,+0100,,,,,root,,"name=port6,bytes=230121593516/29822273891,packets=208195221/83619988;"
perf-stats,,3129/2185,,,,,,0,2024-07-20,,0,0,,,,1721468627155372667,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13523, setup-rate: 80",,,,,,,,,,80,,,,,,,,system,416817,10:43:47,,13523,,event,+0100,,,,,root,,"name=port6,bytes=230008366121/29801055405,packets=208084081/83563497;"
perf-stats,,4817/3446,,,,,,0,2024-07-20,,0,0,,,,1721468327151832840,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13739, setup-rate: 61",,,,,,,,,,61,,,,,,,,system,416517,10:38:47,,13739,,event,+0100,,,,,root,,"name=port6,bytes=229885671592/29794255124,packets=207972817/83515461;"
perf-stats,,4645/3014,,,,,,0,2024-07-20,,0,0,,,,1721468027148004429,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14439, setup-rate: 97",,,,,,,,,,97,,,,,,,,system,416217,10:33:47,,14439,,event,+0100,,,,,root,,"name=port6,bytes=229766068536/29787525447,packets=207863346/83468484;"
perf-stats,,6785/4627,,,,,,0,2024-07-20,,0,0,,,,1721467727147566603,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13794, setup-rate: 55",,,,,,,,,,55,,,,,,,,system,415917,10:28:47,,13794,,event,+0100,,,,,root,,"name=port6,bytes=229647724464/29766859217,packets=207749089/83412992;"
,,,,,,,,,2024-07-20,,,,,,,1721467688516645301,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,10:28:08,,,,event,+0100,,,,,root,,
perf-stats,,5631/3688,,,,,,0,2024-07-20,,0,0,,,,1721467427148915590,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13926, setup-rate: 87",,,,,,,,,,87,,,,,,,,system,415617,10:23:47,,13926,,event,+0100,,,,,root,,"name=port6,bytes=229531529683/29760300919,packets=207642784/83369429;"
perf-stats,,4843/3029,,,,,,0,2024-07-20,,0,0,,,,1721467127149015079,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14675, setup-rate: 104",,,,,,,,,,104,,,,,,,,system,415317,10:18:47,,14675,,event,+0100,,,,,root,,"name=port6,bytes=229403377615/29752824967,packets=207527131/83320155;"
perf-stats,,4619/2790,,,,,,0,2024-07-20,,0,0,,,,1721466827145965374,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14709, setup-rate: 97",,,,,,,,,,97,,,,,,,,system,415017,10:13:47,,14709,,event,+0100,,,,,root,,"name=port6,bytes=229270351221/29744990970,packets=207407427/83268446;"
perf-stats,,4006/2275,,,,,,0,2024-07-20,,0,0,,,,1721466527147275196,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13964, setup-rate: 100",,,,,,,,,,100,,,,,,,,system,414717,10:08:47,,13964,,event,+0100,,,,,root,,"name=port6,bytes=229149355428/29734310396,packets=207293536/83217774;"
perf-stats,,3106/2039,,,,,,0,2024-07-20,,0,0,,,,1721466227146568915,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13855, setup-rate: 106",,,,,,,,,,106,,,,,,,,system,414417,10:03:47,,13855,,event,+0100,,,,,root,,"name=port6,bytes=229033286588/29726884110,packets=207186676/83171867;"
update,,,,,,,,,2024-07-20,,,,,,,1721465974983348994,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,09:59:35,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721465954017243644,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05950) etdb(92.05950) exdb(1.00000) avai(2.17219) mmdb(92.05950) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,09:59:14,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721465932291371965,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721465932291370927,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721465932291369727,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721465932291367460,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,09:58:52,21,,,event,+0100,,17,,,root,,
perf-stats,,4861/3138,,,,,,0,2024-07-20,,0,0,,,,1721465927146742607,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13297, setup-rate: 101",,,,,,,,,,101,,,,,,,,system,414117,09:58:47,,13297,,event,+0100,,,,,root,,"name=port6,bytes=228913396666/29716569252,packets=207078645/83127790;"
perf-stats,,5407/3542,,,,,,0,2024-07-20,,0,0,,,,1721465627151927708,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13201, setup-rate: 94",,,,,,,,,,94,,,,,,,,system,413817,09:53:47,,13201,,event,+0100,,,,,root,,"name=port6,bytes=228800937849/29702725237,packets=206974905/83085087;"
perf-stats,,5125/3549,,,,,,0,2024-07-20,,0,0,,,,1721465327152547125,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13247, setup-rate: 96",,,,,,,,,,96,,,,,,,,system,413517,09:48:47,,13247,,event,+0100,,,,,root,,"name=port6,bytes=228679404478/29692624292,packets=206865887/83040250;"
perf-stats,,4841/3350,,,,,,0,2024-07-20,,0,0,,,,1721465027155235273,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14224, setup-rate: 75",,,,,,,,,,75,,,,,,,,system,413217,09:43:47,,14224,,event,+0100,,,,,root,,"name=port6,bytes=228560374871/29685292457,packets=206759474/82998484;"
perf-stats,,5237/3455,,,,,,0,2024-07-20,,0,0,,,,1721464727155314775,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13267, setup-rate: 93",,,,,,,,,,93,,,,,,,,system,412917,09:38:47,,13267,,event,+0100,,,,,root,,"name=port6,bytes=228449148846/29680090759,packets=206659287/82961605;"
